,Experiment,Date,Microbiome,Food,Cage,Mouse,Weight,Temperature,Glucose,ALT,Triglycerides,Insulin,Gender,Notes
1,3,8/16/18,Lab,Fat,1,1,23.73,36.3,154,,,,Female,
2,3,8/16/18,Lab,Fat,1,2,23.85,37.5,214,,,,Female,
3,3,8/16/18,Lab,Fat,1,3,19.58,36.8,192,,,,Female,
4,3,8/16/18,Lab,Fat,1,4,24.98,37.1,182,,,,Female,
5,3,8/16/18,Lab,Fat,1,5,23.33,36.8,171,,,,Female,
6,3,8/16/18,Lab,Fat,2,1,20.82,37.3,175,,,,Female,
7,3,8/16/18,Lab,Fat,2,2,21.62,37.7,181,,,,Female,
8,3,8/16/18,Lab,Fat,2,3,21.38,37.4,171,,,,Female,
9,3,8/16/18,Lab,Fat,2,4,24.27,36.8,184,,,,Female,
10,3,8/16/18,Lab,Fat,2,5,29.19,37,238,,,,Female,
11,3,8/16/18,Lab,Fat,3,1,23.78,37.4,182,,,,Female,
12,3,8/16/18,Lab,Fat,3,2,21.48,37.1,210,,,,Female,
13,3,8/16/18,Lab,Fat,3,3,24.28,37.3,212,,,,Female,
14,3,8/16/18,Lab,Fat,3,4,21.26,36.9,180,,,,Female,
15,3,8/16/18,Lab,Fat,3,5,23.15,37.2,219,,,,Female,
16,3,8/16/18,Lab,Fat,4,1,22.2,36.9,166,,,,Female,
17,3,8/16/18,Lab,Fat,4,2,23.85,37.1,178,,,,Female,
18,3,8/16/18,Lab,Fat,4,3,21.92,36.9,130,,,,Female,
19,3,8/16/18,Lab,Fat,4,4,20.32,37.3,174,,,,Female,
20,3,8/16/18,Lab,Fat,4,5,22.68,36.8,191,,,,Female,
21,3,8/16/18,Lab,Chow,1,1,21.56,38,180,,,,Female,
22,3,8/16/18,Lab,Chow,1,2,19.77,36.5,151,,,,Female,
23,3,8/16/18,Lab,Chow,1,3,20.27,37.3,159,,,,Female,
24,3,8/16/18,Lab,Chow,1,4,19.09,37.4,174,,,,Female,
25,3,8/16/18,Lab,Chow,1,5,21.47,37.7,184,,,,Female,
26,3,8/16/18,Lab,Chow,2,1,19.66,36.7,134,,,,Female,
27,3,8/16/18,Lab,Chow,2,2,22.08,36.9,156,,,,Female,
28,3,8/16/18,Lab,Chow,2,3,19.52,36.7,178,,,,Female,
29,3,8/16/18,Lab,Chow,2,4,19.23,37.7,167,,,,Female,
30,3,8/16/18,Lab,Chow,2,5,24.59,36.9,174,,,,Female,
31,3,8/16/18,Lab,Chow,3,1,20.35,37.2,149,,,,Female,
32,3,8/16/18,Lab,Chow,3,2,19.98,36,144,,,,Female,
33,3,8/16/18,Lab,Chow,3,3,18.34,36.4,132,,,,Female,
34,3,8/16/18,Lab,Chow,3,4,20.81,36.3,135,,,,Female,
35,3,8/16/18,Lab,Chow,3,5,21.49,37.4,157,,,,Female,
1,3,8/8/18,Lab,Fat,1,1,20.26,,121,,,,Female,
2,3,8/8/18,Lab,Fat,1,2,19.98,,180,,,,Female,
3,3,8/8/18,Lab,Fat,1,3,17.8,,144,,,,Female,
4,3,8/8/18,Lab,Fat,1,4,21.9,,199,,,,Female,
5,3,8/8/18,Lab,Fat,1,5,22,,130,,,,Female,
6,3,8/8/18,Lab,Fat,2,1,20.08,,168,,,,Female,
7,3,8/8/18,Lab,Fat,2,2,19.45,,174,,,,Female,
8,3,8/8/18,Lab,Fat,2,3,19.26,,144,,,,Female,
9,3,8/8/18,Lab,Fat,2,4,21.16,,129,,,,Female,
10,3,8/8/18,Lab,Fat,2,5,23.56,,185,,,,Female,
11,3,8/8/18,Lab,Fat,3,1,19.39,,162,,,,Female,
12,3,8/8/18,Lab,Fat,3,2,19.32,,180,,,,Female,
13,3,8/8/18,Lab,Fat,3,3,20.4,,173,,,,Female,
14,3,8/8/18,Lab,Fat,3,4,19.28,,149,,,,Female,
15,3,8/8/18,Lab,Fat,3,5,19.99,,140,,,,Female,
16,3,8/8/18,Lab,Fat,4,1,18.74,,137,,,,Female,
17,3,8/8/18,Lab,Fat,4,2,20.96,,188,,,,Female,
18,3,8/8/18,Lab,Fat,4,3,19.06,,151,,,,Female,
19,3,8/8/18,Lab,Fat,4,4,18.86,,160,,,,Female,
20,3,8/8/18,Lab,Fat,4,5,20.08,,161,,,,Female,
21,3,8/8/18,Lab,Chow,1,1,20.2,,163,,,,Female,
22,3,8/8/18,Lab,Chow,1,2,18.53,,149,,,,Female,
23,3,8/8/18,Lab,Chow,1,3,18.93,,140,,,,Female,
24,3,8/8/18,Lab,Chow,1,4,18,,105,,,,Female,
25,3,8/8/18,Lab,Chow,1,5,20.08,,167,,,,Female,
26,3,8/8/18,Lab,Chow,2,1,18.88,,172,,,,Female,
27,3,8/8/18,Lab,Chow,2,2,20.68,,130,,,,Female,
28,3,8/8/18,Lab,Chow,2,3,18.89,,144,,,,Female,
29,3,8/8/18,Lab,Chow,2,4,18.68,,179,,,,Female,
30,3,8/8/18,Lab,Chow,2,5,22.78,,169,,,,Female,
31,3,8/8/18,Lab,Chow,3,1,20.07,,131,,,,Female,
32,3,8/8/18,Lab,Chow,3,2,18.35,,147,,,,Female,
33,3,8/8/18,Lab,Chow,3,3,17.77,,160,,,,Female,
34,3,8/8/18,Lab,Chow,3,4,19.75,,175,,,,Female,
35,3,8/8/18,Lab,Chow,3,5,20.88,,161,,,,Female,
1,3,8/9/18,Wild,Fat,1,1,18.57,37,168,,,,Female,
2,3,8/9/18,Wild,Fat,1,2,18.82,36.8,182,,,,Female,
3,3,8/9/18,Wild,Fat,1,3,18.31,37,172,,,,Female,
4,3,8/9/18,Wild,Fat,1,4,20.34,36.3,150,,,,Female,
5,3,8/9/18,Wild,Fat,1,5,20.17,36.5,130,,,,Female,
6,3,8/9/18,Wild,Fat,2,1,18.75,36.5,162,,,,Female,
7,3,8/9/18,Wild,Fat,2,2,18.71,37,105,,,,Female,
8,3,8/9/18,Wild,Fat,2,3,18.93,37,184,,,,Female,
9,3,8/9/18,Wild,Fat,2,4,16.98,37.7,185,,,,Female,
10,3,8/9/18,Wild,Fat,2,5,18.65,37.5,154,,,,Female,
11,3,8/9/18,Wild,Fat,3,1,17.64,37.5,81,,,,Female,
12,3,8/9/18,Wild,Fat,3,2,15.88,37.5,89,,,,Female,
13,3,8/9/18,Wild,Fat,3,3,17.68,37,139,,,,Female,
14,3,8/9/18,Wild,Fat,3,4,18.56,35.8,118,,,,Female,
15,3,8/9/18,Wild,Fat,3,5,17.08,37.6,153,,,,Female,
16,3,8/9/18,Wild,Fat,4,1,17.98,37.2,176,,,,Female,
17,3,8/9/18,Wild,Fat,4,2,17.08,37,163,,,,Female,
18,3,8/9/18,Wild,Fat,4,3,18.46,36,112,,,,Female,
19,3,8/9/18,Wild,Fat,4,4,18.1,37.1,150,,,,Female,
20,3,8/9/18,Wild,Fat,4,5,18.24,36.4,125,,,,Female,
21,3,8/9/18,Wild,Chow,1,1,19.85,36.6,141,,,,Female,
22,3,8/9/18,Wild,Chow,1,2,18.23,36.3,112,,,,Female,
23,3,8/9/18,Wild,Chow,1,3,18.01,37.4,146,,,,Female,
24,3,8/9/18,Wild,Chow,1,4,17.61,37,156,,,,Female,
25,3,8/9/18,Wild,Chow,1,5,20.18,35.9,93,,,,Female,
26,3,8/9/18,Wild,Chow,2,1,20.68,36.5,145,,,,Female,
27,3,8/9/18,Wild,Chow,2,2,18.68,37,147,,,,Female,
28,3,8/9/18,Wild,Chow,2,3,20.21,37.3,138,,,,Female,
29,3,8/9/18,Wild,Chow,2,4,18.78,36.7,155,,,,Female,
30,3,8/9/18,Wild,Chow,2,5,19.08,36.3,101,,,,Female,
1,1,8/17/18,Wild,Fat,1,1,22.35,,183,,,,Female,
2,1,8/17/18,Wild,Fat,1,2,22.99,,147,,,,Female,
3,1,8/17/18,Wild,Fat,1,3,23.25,,151,,,,Female,
4,1,8/17/18,Wild,Fat,1,4,19.66,,161,,,,Female,
5,1,8/17/18,Wild,Fat,1,5,20.93,,159,,,,Female,
6,1,8/17/18,Wild,Fat,2,1,28.94,,193,,,,Female,
7,1,8/17/18,Wild,Fat,2,2,20.47,37.8,146,,,,Female,
8,1,8/17/18,Wild,Fat,2,3,24.06,,150,,,,Female,
9,1,8/17/18,Wild,Fat,2,4,22.89,,126,,,,Female,
10,1,8/17/18,Wild,Fat,2,5,22.96,,143,,,,Female,
11,1,8/17/18,Wild,Fat,3,1,24.01,36.9,107,,,,Female,
12,1,8/17/18,Wild,Fat,3,2,24.25,37.5,177,,,,Female,
13,1,8/17/18,Wild,Fat,3,3,24.28,37.9,142,,,,Female,
14,1,8/17/18,Wild,Fat,3,4,22.88,,204,,,,Female,
15,1,8/17/18,Wild,Fat,3,5,23.34,37.8,211,,,,Female,
16,1,8/17/18,Wild,Fat,4,1,23.67,37.4,184,,,,Female,
17,1,8/17/18,Wild,Fat,4,2,24.47,36.9,147,,,,Female,
18,1,8/17/18,Wild,Fat,4,3,28.75,37.4,170,,,,Female,
19,1,8/17/18,Wild,Fat,4,4,20.62,37.4,184,,,,Female,
20,1,8/17/18,Wild,Fat,4,5,29.44,36.7,160,,,,Female,
21,1,8/17/18,Wild,Chow,1,1,22.8,,113,,,,Female,
22,1,8/17/18,Wild,Chow,1,2,21.78,,159,,,,Female,
23,1,8/17/18,Wild,Chow,1,3,20.57,37.3,132,,,,Female,
24,1,8/17/18,Wild,Chow,1,4,22.03,37.4,150,,,,Female,
25,1,8/17/18,Wild,Chow,1,5,21.6,37.4,144,,,,Female,
26,1,8/17/18,Wild,Chow,2,1,22.34,37.5,147,,,,Female,
27,1,8/17/18,Wild,Chow,2,2,22.68,37.9,165,,,,Female,
28,1,8/17/18,Wild,Chow,2,3,25.51,37.5,145,,,,Female,
29,1,8/17/18,Wild,Chow,2,4,22.52,,166,,,,Female,
30,1,8/17/18,Wild,Chow,2,5,18.5,37.3,126,,,,Female,
1,2,8/17/18,Wild,Fat,1,1,22.79,37.9,181,,,,Female,
2,2,8/17/18,Wild,Fat,1,2,27.01,37.4,167,,,,Female,
3,2,8/17/18,Wild,Fat,1,3,23.08,37.7,133,,,,Female,
4,2,8/17/18,Wild,Fat,1,4,29.84,37.3,163,,,,Female,
5,2,8/17/18,Wild,Fat,1,5,19.67,37.4,180,,,,Female,
6,2,8/17/18,Wild,Fat,2,1,22.67,37.6,148,,,,Female,
7,2,8/17/18,Wild,Fat,2,2,25.19,37.4,169,,,,Female,
8,2,8/17/18,Wild,Fat,2,3,25.74,37.4,160,,,,Female,
9,2,8/17/18,Wild,Fat,2,4,19.34,38.1,194,,,,Female,
10,2,8/17/18,Wild,Fat,2,5,23.84,37.5,148,,,,Female,
11,2,8/17/18,Wild,Fat,3,1,19.23,37.1,134,,,,Female,
12,2,8/17/18,Wild,Fat,3,2,20.4,37.8,136,,,,Female,
13,2,8/17/18,Wild,Fat,3,3,24.21,37.8,171,,,,Female,
14,2,8/17/18,Wild,Fat,3,4,26.29,37.5,173,,,,Female,
15,2,8/17/18,Wild,Fat,3,5,22.47,37.5,163,,,,Female,
16,2,8/17/18,Wild,Fat,4,1,21.74,38.2,149,,,,Female,
17,2,8/17/18,Wild,Fat,4,2,22.1,38.1,176,,,,Female,
18,2,8/17/18,Wild,Fat,4,3,27.33,37.2,167,,,,Female,
19,2,8/17/18,Wild,Fat,4,4,23.71,37.3,145,,,,Female,
20,2,8/17/18,Wild,Fat,4,5,21.93,38,173,,,,Female,
21,2,8/17/18,Wild,Chow,1,1,23.95,,131,,,,Female,
22,2,8/17/18,Wild,Chow,1,2,19.94,38.1,154,,,,Female,
23,2,8/17/18,Wild,Chow,1,3,21.63,36.3,104,,,,Female,
24,2,8/17/18,Wild,Chow,1,4,21.35,37.4,153,,,,Female,
25,2,8/17/18,Wild,Chow,1,5,24.51,37.2,129,,,,Female,
26,2,8/17/18,Wild,Chow,2,1,25.93,36.4,121,,,,Female,
27,2,8/17/18,Wild,Chow,2,2,19.94,36.6,110,,,,Female,
28,2,8/17/18,Wild,Chow,2,3,20.32,36.9,119,,,,Female,
29,2,8/17/18,Wild,Chow,2,4,19.9,37.8,136,,,,Female,
30,2,8/17/18,Wild,Chow,2,5,23.16,37.5,150,,,,Female,
1,3,8/17/18,Wild,Fat,1,1,19.12,37.6,160,,,,Female,
2,3,8/17/18,Wild,Fat,1,2,19.74,37.6,171,,,,Female,
3,3,8/17/18,Wild,Fat,1,3,19.13,37.6,147,,,,Female,
4,3,8/17/18,Wild,Fat,1,4,21.89,37.8,167,,,,Female,
5,3,8/17/18,Wild,Fat,1,5,22.03,38.1,143,,,,Female,
6,3,8/17/18,Wild,Fat,2,1,18.7,37.5,174,,,,Female,
7,3,8/17/18,Wild,Fat,2,2,19.11,37.7,158,,,,Female,
8,3,8/17/18,Wild,Fat,2,3,19.28,37.6,47,,,,Female,
9,3,8/17/18,Wild,Fat,2,4,17.43,37.5,124,,,,Female,
10,3,8/17/18,Wild,Fat,2,5,19.88,,175,,,,Female,
11,3,8/17/18,Wild,Fat,3,1,18.03,37.5,173,,,,Female,
12,3,8/17/18,Wild,Fat,3,2,18.22,38,196,,,,Female,
13,3,8/17/18,Wild,Fat,3,3,19.37,37.8,183,,,,Female,
14,3,8/17/18,Wild,Fat,3,4,17.93,38,123,,,,Female,
15,3,8/17/18,Wild,Fat,3,5,18.67,37,108,,,,Female,
16,3,8/17/18,Wild,Fat,4,1,18.7,37.9,136,,,,Female,
17,3,8/17/18,Wild,Fat,4,2,16.46,37.7,92,,,,Female,
18,3,8/17/18,Wild,Fat,4,3,18.16,38,114,,,,Female,
19,3,8/17/18,Wild,Fat,4,4,17.2,37.6,120,,,,Female,
20,3,8/17/18,Wild,Fat,4,5,18.13,38,99,,,,Female,
21,3,8/17/18,Wild,Chow,1,1,20.28,37.3,188,,,,Female,
22,3,8/17/18,Wild,Chow,1,2,18.03,,165,,,,Female,
23,3,8/17/18,Wild,Chow,1,3,19.38,37.3,132,,,,Female,
24,3,8/17/18,Wild,Chow,1,4,18.06,37.2,130,,,,Female,
25,3,8/17/18,Wild,Chow,1,5,20.48,37.4,108,,,,Female,
26,3,8/17/18,Wild,Chow,2,1,22.11,37.7,137,,,,Female,
27,3,8/17/18,Wild,Chow,2,2,19.23,37.1,130,,,,Female,
28,3,8/17/18,Wild,Chow,2,3,21.74,38.1,159,,,,Female,
29,3,8/17/18,Wild,Chow,2,4,19.26,37.5,122,,,,Female,
30,3,8/17/18,Wild,Chow,2,5,19.58,37.9,146,,,,Female,
1,1,6/20/18,Lab,Fat,1,1,21,,117,,,,Female,
2,1,6/20/18,Lab,Fat,1,2,20,,117,,,,Female,
3,1,6/20/18,Lab,Fat,1,3,19,,129,,,,Female,
4,1,6/20/18,Lab,Fat,1,4,19,,141,,,,Female,
5,1,6/20/18,Lab,Fat,1,5,19,,83,,,,Female,
6,1,6/20/18,Lab,Fat,2,1,22,,148,,,,Female,
7,1,6/20/18,Lab,Fat,2,2,21,,102,,,,Female,
8,1,6/20/18,Lab,Fat,2,3,21,,127,,,,Female,
9,1,6/20/18,Lab,Fat,2,4,22,,140,,,,Female,
10,1,6/20/18,Lab,Fat,2,5,20,,115,,,,Female,
11,1,6/20/18,Lab,Fat,3,1,19,,140,,,,Female,
12,1,6/20/18,Lab,Fat,3,2,20,,110,,,,Female,
13,1,6/20/18,Lab,Fat,3,3,22,,147,,,,Female,
14,1,6/20/18,Lab,Fat,3,4,21,,122,,,,Female,
15,1,6/20/18,Lab,Fat,3,5,20,,129,,,,Female,
16,1,6/20/18,Lab,Chow,1,1,20,,146,,,,Female,
17,1,6/20/18,Lab,Chow,1,2,20,,131,,,,Female,
18,1,6/20/18,Lab,Chow,1,3,20,,133,,,,Female,
19,1,6/20/18,Lab,Chow,1,4,19,,139,,,,Female,
20,1,6/20/18,Lab,Chow,2,1,18,,127,,,,Female,
21,1,6/20/18,Lab,Chow,2,2,20,,155,,,,Female,
22,1,6/20/18,Lab,Chow,2,3,19,,113,,,,Female,
23,1,6/20/18,Lab,Chow,2,4,20,,136,,,,Female,
24,1,6/20/18,Lab,Chow,3,1,19,,103,,,,Female,
25,1,6/20/18,Lab,Chow,3,2,19,,150,,,,Female,
26,1,6/20/18,Lab,Chow,3,3,20,,133,,,,Female,
27,1,6/20/18,Lab,Chow,3,4,18,,136,,,,Female,
1,1,6/26/18,Lab,Fat,1,1,23,,115,,,,Female,
2,1,6/26/18,Lab,Fat,1,2,23,,155,,,,Female,
3,1,6/26/18,Lab,Fat,1,3,22,,170,,,,Female,
4,1,6/26/18,Lab,Fat,1,4,22,,140,,,,Female,
5,1,6/26/18,Lab,Fat,1,5,23,,189,,,,Female,
6,1,6/26/18,Lab,Fat,2,1,26,,113,,,,Female,
7,1,6/26/18,Lab,Fat,2,2,24,,172,,,,Female,
8,1,6/26/18,Lab,Fat,2,3,24,,153,,,,Female,
9,1,6/26/18,Lab,Fat,2,4,23,,147,,,,Female,
10,1,6/26/18,Lab,Fat,2,5,25,,208,,,,Female,
11,1,6/26/18,Lab,Fat,3,1,20,,128,,,,Female,
12,1,6/26/18,Lab,Fat,3,2,23,,166,,,,Female,
13,1,6/26/18,Lab,Fat,3,3,23,,147,,,,Female,
14,1,6/26/18,Lab,Fat,3,4,24,,156,,,,Female,
15,1,6/26/18,Lab,Fat,3,5,25,,114,,,,Female,
16,1,6/26/18,Lab,Chow,1,1,20,,87,,,,Female,
17,1,6/26/18,Lab,Chow,1,2,21,,116,,,,Female,
18,1,6/26/18,Lab,Chow,1,3,21,,140,,,,Female,
19,1,6/26/18,Lab,Chow,1,4,20,,134,,,,Female,
20,1,6/26/18,Lab,Chow,2,1,19,,104,,,,Female,
21,1,6/26/18,Lab,Chow,2,2,22,,135,,,,Female,
22,1,6/26/18,Lab,Chow,2,3,20,,100,,,,Female,
23,1,6/26/18,Lab,Chow,2,4,20,,122,,,,Female,
24,1,6/26/18,Lab,Chow,3,1,20,,105,,,,Female,
25,1,6/26/18,Lab,Chow,3,2,21,,105,,,,Female,
26,1,6/26/18,Lab,Chow,3,3,22,,94,,,,Female,
27,1,6/26/18,Lab,Chow,3,4,19,,129,,,,Female,
1,1,7/3/18,Lab,Fat,1,1,24.9,,165,,,,Female,
2,1,7/3/18,Lab,Fat,1,2,25.58,,132,,,,Female,
3,1,7/3/18,Lab,Fat,1,3,25.3,,155,,,,Female,
4,1,7/3/18,Lab,Fat,1,4,24.85,,148,,,,Female,
5,1,7/3/18,Lab,Fat,1,5,26.93,,142,,,,Female,
6,1,7/3/18,Lab,Fat,2,1,30.33,,160,,,,Female,
7,1,7/3/18,Lab,Fat,2,2,24.83,,90,,,,Female,
8,1,7/3/18,Lab,Fat,2,3,26.99,,148,,,,Female,
9,1,7/3/18,Lab,Fat,2,4,26.65,,166,,,,Female,
10,1,7/3/18,Lab,Fat,2,5,22.11,,128,,,,Female,
11,1,7/3/18,Lab,Fat,3,1,20.89,,120,,,,Female,
12,1,7/3/18,Lab,Fat,3,2,24.56,,105,,,,Female,
13,1,7/3/18,Lab,Fat,3,3,27.01,,115,,,,Female,
14,1,7/3/18,Lab,Fat,3,4,22.08,,123,,,,Female,
15,1,7/3/18,Lab,Fat,3,5,24.75,,144,,,,Female,
16,1,7/3/18,Lab,Chow,1,1,21.49,,88,,,,Female,
17,1,7/3/18,Lab,Chow,1,2,21.39,,116,,,,Female,
18,1,7/3/18,Lab,Chow,1,3,23.24,,122,,,,Female,
19,1,7/3/18,Lab,Chow,1,4,20.89,,129,,,,Female,
20,1,7/3/18,Lab,Chow,2,1,20.32,,112,,,,Female,
21,1,7/3/18,Lab,Chow,2,2,23.9,,100,,,,Female,
22,1,7/3/18,Lab,Chow,2,3,20.88,,99,,,,Female,
23,1,7/3/18,Lab,Chow,2,4,23.05,,153,,,,Female,
24,1,7/3/18,Lab,Chow,3,1,20.03,,85,,,,Female,
25,1,7/3/18,Lab,Chow,3,2,20.48,,120,,,,Female,
26,1,7/3/18,Lab,Chow,3,3,24.3,,145,,,,Female,
27,1,7/3/18,Lab,Chow,3,4,19.58,,135,,,,Female,
1,1,7/11/18,Lab,Fat,1,1,29.38,,163,,,,Female,
2,1,7/11/18,Lab,Fat,1,2,28.89,,153,,,,Female,
3,1,7/11/18,Lab,Fat,1,3,25.86,,167,,,,Female,
4,1,7/11/18,Lab,Fat,1,4,25.88,,181,,,,Female,
5,1,7/11/18,Lab,Fat,1,5,26.09,,174,,,,Female,
6,1,7/11/18,Lab,Fat,2,1,32.92,,205,,,,Female,
