,Experiment,Date,Microbiome,Food,Cage,Mouse,Weight,Temperature,Glucose,ALT,Triglycerides,Insulin,Gender,Notes
5,2,8/16/18,Lab,Fat,1,5,22.08,37.7,207,,,,Female,
6,2,8/16/18,Lab,Fat,2,1,24.56,37.3,195,,,,Female,
7,2,8/16/18,Lab,Fat,2,2,23.33,,207,,,,Female,
8,2,8/16/18,Lab,Fat,2,3,25.3,37.1,167,,,,Female,
9,2,8/16/18,Lab,Fat,2,4,22.7,37.3,173,,,,Female,
10,2,8/16/18,Lab,Fat,2,5,24.86,37.6,181,,,,Female,
11,2,8/16/18,Lab,Fat,3,1,26.25,37.2,185,,,,Female,
12,2,8/16/18,Lab,Fat,3,2,29.22,37.5,225,,,,Female,
13,2,8/16/18,Lab,Fat,3,3,32.23,36.5,203,,,,Female,
14,2,8/16/18,Lab,Fat,3,4,29.92,37.2,187,,,,Female,
15,2,8/16/18,Lab,Fat,3,5,21.79,37.2,204,,,,Female,
16,2,8/16/18,Lab,Fat,4,1,27.99,37.8,175,,,,Female,
17,2,8/16/18,Lab,Fat,4,2,24.23,37.4,164,,,,Female,
18,2,8/16/18,Lab,Fat,4,3,25.21,37,165,,,,Female,
19,2,8/16/18,Lab,Fat,4,4,26.51,37,152,,,,Female,
20,2,8/16/18,Lab,Fat,4,5,28.6,,189,,,,Female,
21,2,8/16/18,Lab,Chow,1,1,18.68,36.7,201,,,,Female,
22,2,8/16/18,Lab,Chow,1,2,22,37.4,153,,,,Female,
23,2,8/16/18,Lab,Chow,1,3,22.9,36.9,176,,,,Female,
24,2,8/16/18,Lab,Chow,1,4,18.79,37.3,178,,,,Female,
25,2,8/16/18,Lab,Chow,1,5,22.08,36.5,153,,,,Female,
26,2,8/16/18,Lab,Chow,2,1,20.47,,145,,,,Female,
27,2,8/16/18,Lab,Chow,2,2,21.69,36.3,135,,,,Female,
28,2,8/16/18,Lab,Chow,2,3,23.08,,201,,,,Female,
29,2,8/16/18,Lab,Chow,2,4,20.18,37.1,140,,,,Female,
30,2,8/16/18,Lab,Chow,2,5,21.18,37.2,142,,,,Female,
31,2,8/16/18,Lab,Chow,3,1,23.24,37,196,,,,Female,
32,2,8/16/18,Lab,Chow,3,2,25.6,37,155,,,,Female,
33,2,8/16/18,Lab,Chow,3,3,22.58,37.1,135,,,,Female,
34,2,8/16/18,Lab,Chow,3,4,21.44,,144,,,,Female,
35,2,8/16/18,Lab,Chow,3,5,21.62,36.5,128,,,,Female,
1,2,7/12/18,Wild,Fat,1,1,19.8,,150,,,,Female,
2,2,7/12/18,Wild,Fat,1,2,21.3,,165,,,,Female,
3,2,7/12/18,Wild,Fat,1,3,20.44,,148,,,,Female,
4,2,7/12/18,Wild,Fat,1,4,23.6,,191,,,,Female,
5,2,7/12/18,Wild,Fat,1,5,18.3,,163,,,,Female,
6,2,7/12/18,Wild,Fat,2,1,18.3,,146,,,,Female,
7,2,7/12/18,Wild,Fat,2,2,18.07,,157,,,,Female,
8,2,7/12/18,Wild,Fat,2,3,18.66,,90,,,,Female,
9,2,7/12/18,Wild,Fat,2,4,16.8,,122,,,,Female,
10,2,7/12/18,Wild,Fat,2,5,20.3,,148,,,,Female,
11,2,7/12/18,Wild,Fat,3,1,17.49,,121,,,,Female,
12,2,7/12/18,Wild,Fat,3,2,18.47,,140,,,,Female,
13,2,7/12/18,Wild,Fat,3,3,18.89,,138,,,,Female,
14,2,7/12/18,Wild,Fat,3,4,20.26,,95,,,,Female,
15,2,7/12/18,Wild,Fat,3,5,19.39,,112,,,,Female,
16,2,7/12/18,Wild,Fat,4,1,20.08,,154,,,,Female,
17,2,7/12/18,Wild,Fat,4,2,19.02,,139,,,,Female,
18,2,7/12/18,Wild,Fat,4,3,21.95,,109,,,,Female,
19,2,7/12/18,Wild,Fat,4,4,19.95,,204,,,,Female,
20,2,7/12/18,Wild,Fat,4,5,18.32,,150,,,,Female,
21,2,7/12/18,Wild,Chow,1,1,19.89,,81,,,,Female,
22,2,7/12/18,Wild,Chow,1,2,18.2,,145,,,,Female,
23,2,7/12/18,Wild,Chow,1,3,19.98,,150,,,,Female,
24,2,7/12/18,Wild,Chow,1,4,19.18,,98,,,,Female,
25,2,7/12/18,Wild,Chow,1,5,22.07,,32,,,,Female,
26,2,7/12/18,Wild,Chow,2,1,23.86,,122,,,,Female,
27,2,7/12/18,Wild,Chow,2,2,18.4,,132,,,,Female,
28,2,7/12/18,Wild,Chow,2,3,18.96,,155,,,,Female,
29,2,7/12/18,Wild,Chow,2,4,18.2,,140,,,,Female,
30,2,7/12/18,Wild,Chow,2,5,20.25,,150,,,,Female,
1,2,7/20/18,Wild,Fat,1,1,18.35,,145,,,,Female,
2,2,7/20/18,Wild,Fat,1,2,22.03,,164,,,,Female,
3,2,7/20/18,Wild,Fat,1,3,19.98,,110,,,,Female,
4,2,7/20/18,Wild,Fat,1,4,25.11,,180,,,,Female,
5,2,7/20/18,Wild,Fat,1,5,20.34,,203,,,,Female,
6,2,7/20/18,Wild,Fat,2,1,18.42,,186,,,,Female,
7,2,7/20/18,Wild,Fat,2,2,19.24,,170,,,,Female,
8,2,7/20/18,Wild,Fat,2,3,20.52,,181,,,,Female,
9,2,7/20/18,Wild,Fat,2,4,17.59,,140,,,,Female,
10,2,7/20/18,Wild,Fat,2,5,21.4,,133,,,,Female,
11,2,7/20/18,Wild,Fat,3,1,17.6,,137,,,,Female,
12,2,7/20/18,Wild,Fat,3,2,18.78,,148,,,,Female,
13,2,7/20/18,Wild,Fat,3,3,20.49,,164,,,,Female,
14,2,7/20/18,Wild,Fat,3,4,21.62,,128,,,,Female,
15,2,7/20/18,Wild,Fat,3,5,20.36,,211,,,,Female,
16,2,7/20/18,Wild,Fat,4,1,20.4,,172,,,,Female,
17,2,7/20/18,Wild,Fat,4,2,19.99,,167,,,,Female,
18,2,7/20/18,Wild,Fat,4,3,23.27,,181,,,,Female,
19,2,7/20/18,Wild,Fat,4,4,20.86,,205,,,,Female,
20,2,7/20/18,Wild,Fat,4,5,18.88,,124,,,,Female,
21,2,7/20/18,Wild,Chow,1,1,23.85,,185,,,,Female,
22,2,7/20/18,Wild,Chow,1,2,19.14,,212,,,,Female,
23,2,7/20/18,Wild,Chow,1,3,20.25,,135,,,,Female,
24,2,7/20/18,Wild,Chow,1,4,19.91,,139,,,,Female,
25,2,7/20/18,Wild,Chow,1,5,22.99,,139,,,,Female,
26,2,7/20/18,Wild,Chow,2,1,23.82,,165,,,,Female,
27,2,7/20/18,Wild,Chow,2,2,18.91,,144,,,,Female,
28,2,7/20/18,Wild,Chow,2,3,18.7,,184,,,,Female,
29,2,7/20/18,Wild,Chow,2,4,18.06,,165,,,,Female,
30,2,7/20/18,Wild,Chow,2,5,23.26,,153,,,,Female,
1,2,7/26/18,Wild,Fat,1,1,20.54,,196,,,,Female,
2,2,7/26/18,Wild,Fat,1,2,22.57,,140,,,,Female,
3,2,7/26/18,Wild,Fat,1,3,21.96,,208,,,,Female,
4,2,7/26/18,Wild,Fat,1,4,25.29,,203,,,,Female,
5,2,7/26/18,Wild,Fat,1,5,18.51,,202,,,,Female,
6,2,7/26/18,Wild,Fat,2,1,19.2,,189,,,,Female,
7,2,7/26/18,Wild,Fat,2,2,20.2,,158,,,,Female,
8,2,7/26/18,Wild,Fat,2,3,22.27,,101,,,,Female,
9,2,7/26/18,Wild,Fat,2,4,18.15,,147,,,,Female,
10,2,7/26/18,Wild,Fat,2,5,22.31,,170,,,,Female,
11,2,7/26/18,Wild,Fat,3,1,18.75,,126,,,,Female,
12,2,7/26/18,Wild,Fat,3,2,18.65,,153,,,,Female,
13,2,7/26/18,Wild,Fat,3,3,20.8,,120,,,,Female,
14,2,7/26/18,Wild,Fat,3,4,22.82,,106,,,,Female,
15,2,7/26/18,Wild,Fat,3,5,20.63,,152,,,,Female,
16,2,7/26/18,Wild,Fat,4,1,21.04,,130,,,,Female,
17,2,7/26/18,Wild,Fat,4,2,21.4,,122,,,,Female,
18,2,7/26/18,Wild,Fat,4,3,23.08,,170,,,,Female,
19,2,7/26/18,Wild,Fat,4,4,21.32,,156,,,,Female,
20,2,7/26/18,Wild,Fat,4,5,19.45,,147,,,,Female,
21,2,7/26/18,Wild,Chow,1,1,22.9,,170,,,,Female,
22,2,7/26/18,Wild,Chow,1,2,19.81,,134,,,,Female,
23,2,7/26/18,Wild,Chow,1,3,20.88,,153,,,,Female,
24,2,7/26/18,Wild,Chow,1,4,20.08,,156,,,,Female,
25,2,7/26/18,Wild,Chow,1,5,23.77,,152,,,,Female,
26,2,7/26/18,Wild,Chow,2,1,24.45,,153,,,,Female,
27,2,7/26/18,Wild,Chow,2,2,18.56,,103,,,,Female,
28,2,7/26/18,Wild,Chow,2,3,19.58,,123,,,,Female,
29,2,7/26/18,Wild,Chow,2,4,18.52,,134,,,,Female,
30,2,7/26/18,Wild,Chow,2,5,23.03,,155,,,,Female,
1,2,8/3/18,Wild,Fat,1,1,20.95,,192,,,,Female,
2,2,8/3/18,Wild,Fat,1,2,24.04,,198,,,,Female,
3,2,8/3/18,Wild,Fat,1,3,22.16,,145,,,,Female,
4,2,8/3/18,Wild,Fat,1,4,26.43,,187,,,,Female,
5,2,8/3/18,Wild,Fat,1,5,18.57,,187,,,,Female,
6,2,8/3/18,Wild,Fat,2,1,19.48,,168,,,,Female,
7,2,8/3/18,Wild,Fat,2,2,21.88,,213,,,,Female,
8,2,8/3/18,Wild,Fat,2,3,24.57,,181,,,,Female,
9,2,8/3/18,Wild,Fat,2,4,19.03,,158,,,,Female,
10,2,8/3/18,Wild,Fat,2,5,22.54,,140,,,,Female,
11,2,8/3/18,Wild,Fat,3,1,18.91,,166,,,,Female,
12,2,8/3/18,Wild,Fat,3,2,19.37,,165,,,,Female,
13,2,8/3/18,Wild,Fat,3,3,21.39,,180,,,,Female,
14,2,8/3/18,Wild,Fat,3,4,23.31,,135,,,,Female,
15,2,8/3/18,Wild,Fat,3,5,21.01,,112,,,,Female,
16,2,8/3/18,Wild,Fat,4,1,20.1,,,,,,Female,
17,2,8/3/18,Wild,Fat,4,2,21.73,,126,,,,Female,
18,2,8/3/18,Wild,Fat,4,3,24.29,,187,,,,Female,
19,2,8/3/18,Wild,Fat,4,4,23.86,,147,,,,Female,
20,2,8/3/18,Wild,Fat,4,5,20.7,,175,,,,Female,
21,2,8/3/18,Wild,Chow,1,1,22.18,,158,,,,Female,
22,2,8/3/18,Wild,Chow,1,2,19.33,,144,,,,Female,
23,2,8/3/18,Wild,Chow,1,3,20.31,,158,,,,Female,
24,2,8/3/18,Wild,Chow,1,4,20.28,,167,,,,Female,
25,2,8/3/18,Wild,Chow,1,5,23.1,,162,,,,Female,
26,2,8/3/18,Wild,Chow,2,1,24.98,,158,,,,Female,
27,2,8/3/18,Wild,Chow,2,2,19.55,,128,,,,Female,
28,2,8/3/18,Wild,Chow,2,3,18.52,,123,,,,Female,
29,2,8/3/18,Wild,Chow,2,4,17.6,,169,,,,Female,
30,2,8/3/18,Wild,Chow,2,5,23.8,,183,,,,Female,
1,2,8/9/18,Wild,Fat,1,1,21.65,,201,,,,Female,
2,2,8/9/18,Wild,Fat,1,2,25.87,,193,,,,Female,
3,2,8/9/18,Wild,Fat,1,3,23.03,,203,,,,Female,
4,2,8/9/18,Wild,Fat,1,4,28.16,,210,,,,Female,
5,2,8/9/18,Wild,Fat,1,5,18.84,,257,,,,Female,
6,2,8/9/18,Wild,Fat,2,1,19.74,,186,,,,Female,
7,2,8/9/18,Wild,Fat,2,2,22.83,,173,,,,Female,
8,2,8/9/18,Wild,Fat,2,3,26.2,,177,,,,Female,
9,2,8/9/18,Wild,Fat,2,4,18.96,,151,,,,Female,
10,2,8/9/18,Wild,Fat,2,5,25.74,,161,,,,Female,
11,2,8/9/18,Wild,Fat,3,1,19.06,,163,,,,Female,
12,2,8/9/18,Wild,Fat,3,2,19.63,,141,,,,Female,
13,2,8/9/18,Wild,Fat,3,3,22.48,,181,,,,Female,
14,2,8/9/18,Wild,Fat,3,4,25.01,,192,,,,Female,
15,2,8/9/18,Wild,Fat,3,5,21.43,,133,,,,Female,
16,2,8/9/18,Wild,Fat,4,1,21.71,,141,,,,Female,
17,2,8/9/18,Wild,Fat,4,2,20.71,,152,,,,Female,
18,2,8/9/18,Wild,Fat,4,3,24.89,,196,,,,Female,
19,2,8/9/18,Wild,Fat,4,4,22.52,,128,,,,Female,
20,2,8/9/18,Wild,Fat,4,5,21.6,,183,,,,Female,
21,2,8/9/18,Wild,Chow,1,1,23.72,,165,,,,Female,
22,2,8/9/18,Wild,Chow,1,2,20.05,,164,,,,Female,
23,2,8/9/18,Wild,Chow,1,3,21.15,,120,,,,Female,
24,2,8/9/18,Wild,Chow,1,4,21.1,,165,,,,Female,
25,2,8/9/18,Wild,Chow,1,5,23.91,,159,,,,Female,
26,2,8/9/18,Wild,Chow,2,1,24.36,,133,,,,Female,
27,2,8/9/18,Wild,Chow,2,2,20.02,,165,,,,Female,
28,2,8/9/18,Wild,Chow,2,3,19.4,,152,,,,Female,
29,2,8/9/18,Wild,Chow,2,4,18.62,,105,,,,Female,
30,2,8/9/18,Wild,Chow,2,5,24.95,,173,,,,Female,
1,1,8/22/18,Lab,Fat,1,1,38.09,,234,,,,Female,
2,1,8/22/18,Lab,Fat,1,2,40.65,,175,,,,Female,
3,1,8/22/18,Lab,Fat,1,3,34.59,,168,,,,Female,
4,1,8/22/18,Lab,Fat,1,4,33.68,,222,,,,Female,
5,1,8/22/18,Lab,Fat,1,5,36.37,,204,,,,Female,
6,1,8/22/18,Lab,Fat,2,1,44.42,,241,,,,Female,
7,1,8/22/18,Lab,Fat,2,2,35.08,,156,,,,Female,
8,1,8/22/18,Lab,Fat,2,3,38.09,,223,,,,Female,
9,1,8/22/18,Lab,Fat,2,4,38.05,,211,,,,Female,
10,1,8/22/18,Lab,Fat,2,5,32.81,,205,,,,Female,
11,1,8/22/18,Lab,Fat,3,1,28.28,36.8,186,,,,Female,M1 found in E2 HF1
12,1,8/22/18,Lab,Fat,3,2,35.23,,180,,,,Female,
13,1,8/22/18,Lab,Fat,3,3,35.68,,141,,,,Female,
14,1,8/22/18,Lab,Fat,3,4,33.28,,164,,,,Female,
15,1,8/22/18,Lab,Fat,3,5,34.42,37.5,224,,,,Female,
16,1,8/22/18,Lab,Chow,1,1,23.81,37,165,,,,Female,
17,1,8/22/18,Lab,Chow,1,2,26.55,36.5,155,,,,Female,
18,1,8/22/18,Lab,Chow,1,3,27.94,36.6,161,,,,Female,
19,1,8/22/18,Lab,Chow,1,4,22.07,36.6,171,,,,Female,
20,1,8/22/18,Lab,Chow,2,1,23.85,36.4,154,,,,Female,
21,1,8/22/18,Lab,Chow,2,2,31.6,36.4,147,,,,Female,
22,1,8/22/18,Lab,Chow,2,3,22.39,35.9,114,,,,Female,
23,1,8/22/18,Lab,Chow,2,4,26.09,37,171,,,,Female,
24,1,8/22/18,Lab,Chow,3,1,23.66,36.2,131,,,,Female,
25,1,8/22/18,Lab,Chow,3,2,26.01,37,149,,,,Female,
26,1,8/22/18,Lab,Chow,3,3,30.03,37.3,186,,,,Female,
27,1,8/22/18,Lab,Chow,3,4,24.85,36.4,153,,,,Female,
1,2,8/22/18,Lab,Fat,1,1,26.79,37.7,169,,,,Female,
2,2,8/22/18,Lab,Fat,1,2,30.86,38,217,,,,Female,
3,2,8/22/18,Lab,Fat,1,3,25.87,37.5,188,,,,Female,
4,2,8/22/18,Lab,Fat,1,4,30.91,38.3,166,,,,Female,
5,2,8/22/18,Lab,Fat,1,5,22.35,38.1,183,,,,Female,
6,2,8/22/18,Lab,Fat,2,1,25.17,37.5,195,,,,Female,
7,2,8/22/18,Lab,Fat,2,2,24.43,36.9,185,,,,Female,
8,2,8/22/18,Lab,Fat,2,3,25.88,38.1,181,,,,Female,
9,2,8/22/18,Lab,Fat,2,4,24.62,38,149,,,,Female,
10,2,8/22/18,Lab,Fat,2,5,28.33,37.9,212,,,,Female,
11,2,8/22/18,Lab,Fat,3,1,27.18,37.3,203,,,,Female,
12,2,8/22/18,Lab,Fat,3,2,30.41,37.7,184,,,,Female,
13,2,8/22/18,Lab,Fat,3,3,33.96,36.6,155,,,,Female,
14,2,8/22/18,Lab,Fat,3,4,31.69,37.8,214,,,,Female,
15,2,8/22/18,Lab,Fat,3,5,22.57,37.8,174,,,,Female,
16,2,8/22/18,Lab,Fat,4,1,30.63,37.6,201,,,,Female,
17,2,8/22/18,Lab,Fat,4,2,25.47,37.3,189,,,,Female,
18,2,8/22/18,Lab,Fat,4,3,25.97,37.1,171,,,,Female,
19,2,8/22/18,Lab,Fat,4,4,27.72,38,144,,,,Female,
20,2,8/22/18,Lab,Fat,4,5,26.9,37.4,208,,,,Female,
21,2,8/22/18,Lab,Chow,1,1,21.96,36.9,171,,,,Female,
22,2,8/22/18,Lab,Chow,1,2,22.18,36.1,117,,,,Female,
23,2,8/22/18,Lab,Chow,1,3,23.24,36.7,172,,,,Female,
24,2,8/22/18,Lab,Chow,1,4,19.87,36.1,110,,,,Female,
25,2,8/22/18,Lab,Chow,1,5,19.5,37,199,,,,Female,
26,2,8/22/18,Lab,Chow,2,1,19.81,37.3,126,,,,Female,
27,2,8/22/18,Lab,Chow,2,2,20.65,36.3,115,,,,Female,
28,2,8/22/18,Lab,Chow,2,3,22.52,37,148,,,,Female,
29,2,8/22/18,Lab,Chow,2,4,21.02,36.8,111,,,,Female,
30,2,8/22/18,Lab,Chow,2,5,20.71,37,124,,,,Female,
31,2,8/22/18,Lab,Chow,3,1,23.94,37,154,,,,Female,
32,2,8/22/18,Lab,Chow,3,2,25.08,36.1,127,,,,Female,
33,2,8/22/18,Lab,Chow,3,3,22.12,36.7,156,,,,Female,
34,2,8/22/18,Lab,Chow,3,4,20.85,37.3,157,,,,Female,
35,2,8/22/18,Lab,Chow,3,5,21.84,36.1,140,,,,Female,
1,3,8/22/18,Lab,Fat,1,1,24.55,37,164,,,,Female,
2,3,8/22/18,Lab,Fat,1,2,24.42,37.6,193,,,,Female,
3,3,8/22/18,Lab,Fat,1,3,20.06,37.6,157,,,,Female,
4,3,8/22/18,Lab,Fat,1,4,27.34,37.3,186,,,,Female,
5,3,8/22/18,Lab,Fat,1,5,23.74,36.9,155,,,,Female,
6,3,8/22/18,Lab,Fat,2,1,22.14,36.9,156,,,,Female,
7,3,8/22/18,Lab,Fat,2,2,21.79,37.4,173,,,,Female,
8,3,8/22/18,Lab,Fat,2,3,22.78,37.7,181,,,,Female,
9,3,8/22/18,Lab,Fat,2,4,26.65,36.3,177,,,,Female,
10,3,8/22/18,Lab,Fat,2,5,32.24,37.5,201,,,,Female,
11,3,8/22/18,Lab,Fat,3,1,24.81,37.5,143,,,,Female,
12,3,8/22/18,Lab,Fat,3,2,23.28,37.6,215,,,,Female,
13,3,8/22/18,Lab,Fat,3,3,26.16,37.4,186,,,,Female,
14,3,8/22/18,Lab,Fat,3,4,22.14,37.7,,,,,Female,
15,3,8/22/18,Lab,Fat,3,5,25.31,37,209,,,,Female,
16,3,8/22/18,Lab,Fat,4,1,23.22,37.3,200,,,,Female,
17,3,8/22/18,Lab,Fat,4,2,25.03,36.5,139,,,,Female,
18,3,8/22/18,Lab,Fat,4,3,23.49,36.5,143,,,,Female,
19,3,8/22/18,Lab,Fat,4,4,20.11,36.1,163,,,,Female,
20,3,8/22/18,Lab,Fat,4,5,24.7,37.4,188,,,,Female,
21,3,8/22/18,Lab,Chow,1,1,21.79,35.6,119,,,,Female,
22,3,8/22/18,Lab,Chow,1,2,20.14,37.1,129,,,,Female,
23,3,8/22/18,Lab,Chow,1,3,21.39,36.9,150,,,,Female,
24,3,8/22/18,Lab,Chow,1,4,18.58,35.6,105,,,,Female,
25,3,8/22/18,Lab,Chow,1,5,21.14,36.2,121,,,,Female,
26,3,8/22/18,Lab,Chow,2,1,20.47,35.4,,,,,Female,
27,3,8/22/18,Lab,Chow,2,2,23.24,36.2,161,,,,Female,
28,3,8/22/18,Lab,Chow,2,3,19.98,36.8,140,,,,Female,
29,3,8/22/18,Lab,Chow,2,4,19.08,37.1,100,,,,Female,
30,3,8/22/18,Lab,Chow,2,5,23.85,35.7,128,,,,Female,
31,3,8/22/18,Lab,Chow,3,1,20.55,36.8,166,,,,Female,
32,3,8/22/18,Lab,Chow,3,2,19.88,35.3,108,,,,Female,
33,3,8/22/18,Lab,Chow,3,3,18.76,36.8,140,,,,Female,
34,3,8/22/18,Lab,Chow,3,4,21.26,35.7,129,,,,Female,
35,3,8/22/18,Lab,Chow,3,5,21.83,36.5,138,,,,Female,